Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Fritsch V., Varoquaux G., Thyreau B., Poline J.-B., Thirion B.","Detecting outliers in high-dimensional neuroimaging datasets with robust covariance estimators",2012,"Medical Image Analysis",24,10.1016/j.media.2012.05.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866444366&doi=10.1016%2fj.media.2012.05.002&partnerID=40&md5=b646a0a7ea7e64cf91bfc9134781457d","Medical imaging datasets often contain deviant observations, the so-called outliers, due to acquisition or preprocessing artifacts or resulting from large intrinsic inter-subject variability. These can undermine the statistical procedures used in group studies as the latter assume that the cohorts are composed of homogeneous samples with anatomical or functional features clustered around a central mode. The effects of outlying subjects can be mitigated by detecting and removing them with explicit statistical control. With the emergence of large medical imaging databases, exhaustive data screening is no longer possible, and automated outlier detection methods are currently gaining interest. The datasets used in medical imaging are often high-dimensional and strongly correlated. The outlier detection procedure should therefore rely on high-dimensional statistical multivariate models. However, state-of-the-art procedures, based on the Minimum Covariance Determinant (MCD) estimator, are not well-suited for such high-dimensional settings. In this work, we introduce regularization in the MCD framework and investigate different regularization schemes. We carry out extensive simulations to provide backing for practical choices in absence of ground truth knowledge. We demonstrate on functional neuroimaging datasets that outlier detection can be performed with small sample sizes and improves group studies. © 2012 Elsevier B.V.","High-dimension; Minimum covariance determinant; Neuroimaging; Outlier detection; Robust estimation","Data screening; Data sets; Extensive simulations; Functional features; Ground truth; Group study; High-dimension; High-dimensional; Homogeneous samples; Minimum covariance determinant; Multivariate models; Outlier Detection; Outlier detection procedure; Regularization schemes; Robust estimation; Small Sample Size; State-of-the-art procedures; Statistical control; Estimation; Functional neuroimaging; Medical imaging; Multivariant analysis; Neuroimaging; Statistics; article; covariance; diagnosis related group; diagnostic imaging; functional neuroimaging; kernel method; multivariate analysis; priority journal; Algorithms; Artifacts; Artificial Intelligence; Humans; Image Enhancement; Image Interpretation, Computer-Assisted; Information Storage and Retrieval; Neuroimaging; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity; Subtraction Technique",Article,Scopus,2-s2.0-84866444366
"Van Westen G.J.P., Van Den Hoven O.O., Van Der Pijl R., Mulder-Krieger T., De Vries H., Wegner J.K., IJzerman A.P., Van Vlijmen H.W.T., Bender A.","Identifying novel adenosine receptor ligands by simultaneous proteochemometric modeling of rat and human bioactivity data",2012,"Journal of Medicinal Chemistry",24,10.1021/jm3003069,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866889254&doi=10.1021%2fjm3003069&partnerID=40&md5=6b324d207933f4cdd73ea057790e8293","The four subtypes of adenosine receptors form relevant drug targets in the treatment of, e.g., diabetes and Parkinson's disease. In the present study, we aimed at finding novel small molecule ligands for these receptors using virtual screening approaches based on proteochemometric (PCM) modeling. We combined bioactivity data from all human and rat receptors in order to widen available chemical space. After training and validating a proteochemometric model on this combined data set (Q2 of 0.73, RMSE of 0.61), we virtually screened a vendor database of 100910 compounds. Of 54 compounds purchased, six novel high affinity adenosine receptor ligands were confirmed experimentally, one of which displayed an affinity of 7 nM on the human adenosine A1 receptor. We conclude that the combination of rat and human data performs better than human data only. Furthermore, we conclude that proteochemometric modeling is an efficient method to quickly screen for novel bioactive compounds. © 2012 American Chemical Society.",,"adenosine A1 receptor; adenosine A2a receptor; adenosine A2b receptor; adenosine A3 receptor; adenosine receptor affecting agent; ligand; article; binding affinity; chemometric analysis; data base; drug receptor binding; drug screening; human; ligand binding; model; nonhuman; proteochemometric model; rat; structure activity relation; validation process; virtual reality; Animals; Artificial Intelligence; Binding Sites; CHO Cells; Computer Simulation; Cricetinae; Cricetulus; Databases, Chemical; Humans; Ligands; Models, Molecular; Radioligand Assay; Rats; Receptor, Adenosine A1; Receptor, Adenosine A2A; Receptor, Adenosine A2B; Receptor, Adenosine A3; Receptors, Purinergic P1; Structure-Activity Relationship",Article,Scopus,2-s2.0-84866889254
"Zhang W., Niu Y., Xiong Y., Zhao M., Yu R., Liu J.","Computational prediction of conformational B-cell epitopes from antigen primary structures by ensemble learning",2012,"PLoS ONE",24,10.1371/journal.pone.0043575,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865183573&doi=10.1371%2fjournal.pone.0043575&partnerID=40&md5=a3979c476833d72695e07e05b5c83871","Motivation: The conformational B-cell epitopes are the specific sites on the antigens that have immune functions. The identification of conformational B-cell epitopes is of great importance to immunologists for facilitating the design of peptide-based vaccines. As an attempt to narrow the search for experimental validation, various computational models have been developed for the epitope prediction by using antigen structures. However, the application of these models is undermined by the limited number of available antigen structures. In contrast to the most of available structure-based methods, we here attempt to accurately predict conformational B-cell epitopes from antigen sequences. Methods: In this paper, we explore various sequence-derived features, which have been observed to be associated with the location of epitopes or ever used in the similar tasks. These features are evaluated and ranked by their discriminative performance on the benchmark datasets. From the perspective of information science, the combination of various features can usually lead to better results than the individual features. In order to build the robust model, we adopt the ensemble learning approach to incorporate various features, and develop the ensemble model to predict conformational epitopes from antigen sequences. Results: Evaluated by the leave-one-out cross validation, the proposed method gives out the mean AUC scores of 0.687 and 0.651 on two datasets respectively compiled from the bound structures and unbound structures. When compared with publicly available servers by using the independent dataset, our method yields better or comparable performance. The results demonstrate the proposed method is useful for the sequence-based conformational epitope prediction. Availability: The web server and datasets are freely available at http://bcell.whu.edu.cn. © 2012 Zhang et al.",,"antigen; epitope; access to information; amino acid sequence; antigen structure; area under the curve; article; B lymphocyte; client server application; information science; Internet; machine learning; mathematical computing; prediction; protein conformation; Amino Acid Sequence; Artificial Intelligence; Computational Biology; Epitopes, B-Lymphocyte; Protein Conformation",Article,Scopus,2-s2.0-84865183573
"Davidović T., Šelmić M., Teodorović D., Ramljak D.","Bee colony optimization for scheduling independent tasks to identical processors",2012,"Journal of Heuristics",24,10.1007/s10732-012-9197-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865219719&doi=10.1007%2fs10732-012-9197-3&partnerID=40&md5=c72df5a97e0a157e7d5085dba087e95c","The static scheduling of independent tasks on homogeneous multiprocessor systems is studied in this paper. This problem is treated by the Bee Colony Optimization (BCO) meta-heuristic. The BCO algorithm belongs to the class of stochastic swarm optimization methods inspired by the foraging habits of bees in nature. To investigate the performance of the proposed method extensive numerical experiments are performed. Our BCO algorithm is able to obtain the optimal value of the objective function in the majority of test examples known from literature. The deviation of non-optimal solutions from the optimal ones in our test examples is at most 2%. The CPU times required to find the best solutions by BCO are significantly smaller than the corresponding times required by the CPLEX optimization solver. Moreover, our BCO is competitive with state-of-the-art methods for similar problems, with respect to both solution quality and running time. The stability of BCO is examined through multiple executions and it is shown that solution deviation is less than 1%. © 2012 Springer Science+Business Media, LLC.","Bee colony optimization (BCO); Combinatorial optimization; Homogeneous multiprocessor systems; Scheduling problems; Swarm intelligence","Colony optimization; CPU time; Independent tasks; Metaheuristic; Multi processor systems; Numerical experiments; Objective functions; Optimal values; Optimization solvers; Running time; Scheduling problem; Solution quality; State-of-the-art methods; Static scheduling; Swarm Intelligence; Swarm optimization; Test examples; Algorithms; Artificial intelligence; Combinatorial optimization; Numerical methods; Optimal systems; Scheduling; Optimization",Article,Scopus,2-s2.0-84865219719
"Saa R., Garcia A., Gomez C., Carretero J., Garcia-Carballeira F.","An ontology-driven decision support system for high-performance and cost-optimized design of complex railway portal frames",2012,"Expert Systems with Applications",24,10.1016/j.eswa.2012.02.002,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859209433&doi=10.1016%2fj.eswa.2012.02.002&partnerID=40&md5=7d8e8e35f31d908649a88c6efb558fa4","Electrification structures design for railway systems is a crucial and complex process, since it compounds plenty of infrastructure elements, design decisions, and calculation conditions. In this paper, an ontology-driven decision support system for designing complex railway portal frames is presented and developed. A knowledge-rules database has been also developed relying on experts knowledge and complying with railway standards. Our system outperforms the current portal frames design methods by decreasing construction time and costs. As a result, an intelligent computer-aided design tool is provided, thus facilitating the task of seeking for the optimal portal frame, which is geometrically and structurally feasible, and cost-effective. © 2012 Elsevier Ltd. All rights reserved.","Complex structures; Expert knowledge; Intelligent CAD tools; Ontologies; Railway systems; Rule-based systems","Complex Processes; Complex structure; Construction time; Design decisions; Design method; Designing complex; Expert knowledge; Intelligent CAD tools; Intelligent computer-aided design; Portal frame; Railway standards; Railway system; Artificial intelligence; Computer aided design; Decision support systems; Electric railroads; Electric utilities; Knowledge based systems; Ontology; Optimization; Railroads; Structural design",Article,Scopus,2-s2.0-84859209433
"Colton S.","The painting fool: Stories from building an automated painter",2012,"Computers and Creativity",24,10.1007/978-3-642-31727-9_1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949179879&doi=10.1007%2f978-3-642-31727-9_1&partnerID=40&md5=297faa541be72f5783a325f9a7c031fc","The Painting Fool is software that we hope will one day be taken seriously as a creative artist in its own right. This aim is being pursued as an Artificial Intelligence (AI) project, with the hope that the technical difficulties overcome along the way will lead to new and improved generic AI techniques. It is also being pursued as a sociological project, where the effect of software which might be deemed as creative is tested in the art world and the wider public. In this chapter, we summarise our progress so far in The Painting Fool project. To do this, we first compare and contrast The Painting Fool with software of a similar nature arising from AI and graphics projects. We follow this with a discussion of the guiding principles from Computational Creativity research that we adhere to in building the software. We then describe five projects with The Painting Fool where our aim has been to produce increasingly interesting and culturally valuable pieces of art. We end by discussing the issues raised in building an automated painter, and describe further work and future prospects for the project. By studying both the technical difficulties and sociological issues involved in engineering software for creative purposes, we hope to help usher in a new era where computers routinely act as our creative collaborators, as well as independent and creative artists, musicians, writers, designers, engineers and scientists, and contribute in meaningful and interesting ways to human culture. © Springer-Verlag Berlin Heidelberg 2012. All rights are reserved.",,"Artificial intelligence; AI techniques; Computational creativities; Engineering software; Further works; Future prospects; Guiding principles; Human cultures; Technical difficulties; Software testing",Book Chapter,Scopus,2-s2.0-84949179879
"Lupashin S., D'Andrea R.","Adaptive fast open-loop maneuvers for quadrocopters",2012,"Autonomous Robots",24,10.1007/s10514-012-9289-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862144105&doi=10.1007%2fs10514-012-9289-9&partnerID=40&md5=91f38d886bf962ca1d5dd4dd4ee58b78","We present a conceptually and computationally lightweight method for the design and iterative learning of fast maneuvers for quadrocopters. We use first-principles, reduced-order models and we do not require nor make an attempt to follow a specific state trajectory-only the initial and the final states of the vehicle are taken into account. We evaluate the adaptation scheme through experiments on quadrocopters in the ETH Flying Machine Arena that perform multi-flips and other high-performance maneuvers. © 2012 Springer Science+Business Media, LLC.","Aerial robotics; Aerobatics; Learning; Policy gradient","Adaptation scheme; Aerial robotics; Aerobatics; Final state; Flying machines; Iterative learning; Learning; Open loops; Policy gradient; Reduced order models; Specific state; Artificial intelligence; Robots",Article,Scopus,2-s2.0-84862144105
"Broquedis F., Gautier T., Danjean V.","LIBKOMP, an efficient OpenMP runtime system for both fork-join and data flow paradigms",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",24,10.1007/978-3-642-30961-8_8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862184905&doi=10.1007%2f978-3-642-30961-8_8&partnerID=40&md5=dba46631280288b3d4664cd46d41ae5d","To efficiently exploit high performance computing platforms, applications currently have to express more and more finer-grain parallelism. The OpenMP standard allows programmers to do so since version 3.0 and the introduction of task parallelism. Even if this evolution stands as a necessary step towards scalability over shared memory machines holding hundreds of cores, the current specification of OpenMP lacks ways of expressing dependencies between tasks, forcing programmers to make unnecessary use of synchronization degrading overall performance. This paper introduces libKOMP, an OpenMP runtime system based on the X-Kaapi library that outperforms popular OpenMP implementations on current task-based OpenMP benchmarks, but also provides OpenMP programmers with new ways of expressing data-flow parallelism. © 2012 Springer-Verlag.","data-flow programming; OpenMP; runtime systems; task parallelism","Data-flow paradigm; Dataflow; High performance computing; On currents; OpenMP; Runtime systems; Shared memory machines; Task parallelism; Task-based; Artificial intelligence; Application programming interfaces (API)",Conference Paper,Scopus,2-s2.0-84862184905
"Qian J., Ferguson T.M., Shinde D.N., Ramírez-Borrero A.J., Hintze A., Adami C., Niemz A.","Sequence dependence of isothermal DNA amplification via EXPAR",2012,"Nucleic Acids Research",24,10.1093/nar/gks230,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862201470&doi=10.1093%2fnar%2fgks230&partnerID=40&md5=a4a44f665d54b0cc0e27dc3cee5897e3","Isothermal nucleic acid amplification is becoming increasingly important for molecular diagnostics. Therefore, new computational tools are needed to facilitate assay design. In the isothermal EXPonential Amplification Reaction (EXPAR), template sequences with similar thermodynamic characteristics perform very differently. To understand what causes this variability, we characterized the performance of 384 template sequences, and used this data to develop two computational methods to predict EXPAR template performance based on sequence: a position weight matrix approach with support vector machine classifier, and RELIEF attribute evaluation with Nave Bayes classification. The methods identified well and poorly performing EXPAR templates with 6770 sensitivity and 7780 specificity. We combined these methods into a computational tool that can accelerate new assay design by ruling out likely poor performers. Furthermore, our data suggest that variability in template performance is linked to specific sequence motifs. Cytidine, a pyrimidine base, is over-represented in certain positions of well-performing templates. Guanosine and adenosine, both purine bases, are over-represented in similar regions of poorly performing templates, frequently as GA or AG dimers. Since polymerases have a higher affinity for purine oligonucleotides, polymerase binding to GA-rich regions of a single-stranded DNA template may promote non-specific amplification in EXPAR and other nucleic acid amplification reactions. © 2012 The Author(s).",,"adenosine; cytidine; dimer; DNA polymerase; guanosine; single stranded DNA; complementary DNA; purine nucleotide; article; Bayesian learning; controlled study; DNA sequence; DNA template; exponential amplification reaction; gene amplification; isothermal DNA amplification; position weight matrix; prediction; priority journal; protein DNA interaction; sensitivity and specificity; sequence analysis; support vector machine; thermodynamics; validation process; accuracy; amplicon; binding affinity; DNA hybridization; DNA sequence; DNA template; evaluation research; learning algorithm; process development; sequence analysis; Artificial Intelligence; Base Sequence; Bayes Theorem; Computational Biology; DNA; Nucleic Acid Amplification Techniques; Position-Specific Scoring Matrices; Software; Templates, Genetic; Thermodynamics",Article,Scopus,2-s2.0-84862201470
"Krysiak-Baltyn K., Toppari J., Skakkebaek N.E., Jensen T.S., Virtanen H.E., Schramm K.-W., Shen H., Vartiainen T., Kiviranta H., Taboureau O., Audouze K., Brunak S., Main K.M.","Association between chemical pattern in breast milk and congenital cryptorchidism: Modelling of complex human exposures",2012,"International Journal of Andrology",24,10.1111/j.1365-2605.2012.01268.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861459464&doi=10.1111%2fj.1365-2605.2012.01268.x&partnerID=40&md5=e8fafd753be12d040ce96ea100d93b74","During the past four decades, there has been an increase in the incidence rate of male reproductive disorders in some, but not all, Western countries. The observed increase in the prevalence of male reproductive disorders is suspected to be ascribable to environmental factors as the increase has been too rapid to be explained by genetics alone. To study the association between complex chemical exposures of humans and congenital cryptorchidism, the most common malformation of the male genitalia, we measured 121 environmental chemicals with suspected or known endocrine disrupting properties in 130 breast milk samples from Danish and Finnish mothers. Half the newborns were healthy controls, whereas the other half was boys with congenital cryptorchidism. The measured chemicals included polychlorinated biphenyls (PCBs), polybrominated diphenyl-ethers, dioxins (OCDD/PCDFs), phthalates, polybrominated biphenyls and organochlorine pesticides. Computational analysis of the data was performed using logistic regression and three multivariate machine learning classifiers. Furthermore, we performed systems biology analysis to explore the chemical influence on a molecular level. After correction for multiple testing, exposure to nine chemicals was significantly different between the cases and controls in the Danish cohort, but not in the Finnish cohort. The multivariate analysis indicated that Danish samples exhibited a stronger correlation between chemical exposure patterns in breast milk and cryptorchidism than Finnish samples. Moreover, PCBs were indicated as having a protective effect within the Danish cohort, which was supported by molecular data recovered through systems biology. Our results lend further support to the hypothesis that the mixture of environmental chemicals may contribute to observed adverse trends in male reproductive health. © 2012 The Authors. International Journal of Andrology © 2012 European Academy of Andrology.","Breast milk; Chemicals; Cryptorchidism; Exposure; Modelling; Persistent organic pollutants","amphiregulin; dioxin; diphenyl ether; hydroxymethylglutaryl coenzyme A reductase kinase; organochlorine pesticide; phthalic acid; polybrominated biphenyl; polychlorinated biphenyl; protein kinase C alpha; somatomedin C; article; breast milk; cohort analysis; controlled study; correlation analysis; cryptorchism; Denmark; disease association; environmental exposure; Finland; human; major clinical study; male; newborn; phenotype; priority journal; protein interaction; reproductive health; systems biology; Artificial Intelligence; Cryptorchidism; Denmark; Dioxins; Environmental Pollutants; Female; Finland; Halogenated Diphenyl Ethers; Humans; Logistic Models; Male; Milk, Human; Polychlorinated Biphenyls; Systems Biology",Article,Scopus,2-s2.0-84861459464
"Nearing G.S., Crow W.T., Thorp K.R., Moran M.S., Reichle R.H., Gupta H.V.","Assimilating remote sensing observations of leaf area index and soil moisture for wheat yield estimates: An observing system simulation experiment",2012,"Water Resources Research",24,10.1029/2011WR011420,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861380412&doi=10.1029%2f2011WR011420&partnerID=40&md5=1ac109efbbd2af95676b8bf019bec3de","Observing system simulation experiments were used to investigate ensemble Bayesian state-updating data assimilation of observations of leaf area index (LAI) and soil moisture () for the purpose of improving single-season wheat yield estimates with the Decision Support System for Agrotechnology Transfer (DSSAT) CropSim-Ceres model. Assimilation was conducted in an energy-limited environment and a water-limited environment. Modeling uncertainty was prescribed to weather inputs, soil parameters and initial conditions, and cultivar parameters and through perturbations to model state transition equations. The ensemble Kalman filter and the sequential importance resampling filter were tested for the ability to attenuate effects of these types of uncertainty on yield estimates. LAI and observations were synthesized according to characteristics of existing remote sensing data, and effects of observation error were tested. Results indicate that the potential for assimilation to improve end-of-season yield estimates is low. Limitations are due to a lack of root zone soil moisture information, error in LAI observations, and a lack of correlation between leaf and grain growth. © 2012. American Geophysical Union.",,"Agrotechnology transfer; Data assimilation; Ensemble Kalman Filter; Initial conditions; Leaf Area Index; Model state; Modeling uncertainties; Observation errors; Observing system simulation experiments; Remote sensing data; Resampling; Root zone; Soil parameters; Weather inputs; Wheat yield; Artificial intelligence; Computer simulation; Data processing; Decision support systems; Estimation; Experiments; Geologic models; Grain growth; Remote sensing; Soil moisture; Uncertainty analysis; agricultural modeling; crop yield; cultivar; data assimilation; decision support system; experimental study; Kalman filter; leaf area index; observational method; remote sensing; rhizosphere; soil moisture; uncertainty analysis; water availability; wheat; Ceres; Triticum aestivum",Article,Scopus,2-s2.0-84861380412
"Basin D., Harvan M., Klaedtke F., Zǎlinescu E.","MONPOLY: Monitoring usage-control policies",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",24,10.1007/978-3-642-29860-8_27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861210843&doi=10.1007%2f978-3-642-29860-8_27&partnerID=40&md5=9b286a8f66cc4a364778350bcd889251","Determining whether the usage of sensitive, digitally stored data complies with regulations and policies is a growing concern for companies, administrations, and end users alike. Classical examples of policies used for protecting and preventing the misuse of data are history-based access-control policies like the Chinese-wall policy and separation-of-duty constraints. Other policies from more specialized areas like banking involve retention, reporting, and transaction requirements. Simplified examples from this domain are that financial reports must be approved at most a week before they are published and that transactions over $10,000 must be reported within two days. © 2012 Springer-Verlag.",,"Classical example; End users; Financial reports; Regulations and policy; Artificial intelligence; Access control",Conference Paper,Scopus,2-s2.0-84861210843
"Wee H.","Dual projective hashing and its applications-lossy trapdoor functions and more",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",24,10.1007/978-3-642-29011-4_16,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859963781&doi=10.1007%2f978-3-642-29011-4_16&partnerID=40&md5=14e85525d4fd1ab8f39e1f3326eba255","We introduce the notion of dual projective hashing. This is similar to Cramer-Shoup projective hashing, except that instead of smoothness, which stipulates that the output of the hash function looks random on no instances, we require invertibility, which stipulates that the output of the hash function on no instances uniquely determine the hashing key, and moreover, that there is a trapdoor which allows us to efficiently recover the hashing key. We show a simple construction of lossy trapdoor functions via dual projective hashing. Our construction encompasses almost all known constructions of lossy trapdoor functions, as given in the works of Peikert and Waters (STOC '08) and Freeman et al. (PKC '10). We also provide a simple construction of deterministic encryption schemes secure with respect to hard-to-invert auxiliary input, under an additional assumption about the projection map. Our construction clarifies and encompasses all of the constructions given in the recent work of Brakerski and Segev (Crypto '11). In addition, we obtain a new deterministic encryption scheme based on LWE. © 2012 International Association for Cryptologic Research.",,"Auxiliary inputs; Encryption schemes; Invertibility; Trapdoor functions; Auxiliary inputs; Deterministic encryptions; Invertibility; ITS applications; Lossy Trapdoor Functions; Artificial intelligence; Hash functions; Hash functions; Cryptography",Conference Paper,Scopus,2-s2.0-84859963781
"Abbasi M.-A., Kumar S., Filho J.A.A., Liu H.","Lessons learned in using social media for disaster relief - ASU crisis response game",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",24,10.1007/978-3-642-29047-3_34,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859154621&doi=10.1007%2f978-3-642-29047-3_34&partnerID=40&md5=d1a760a699a3f4273b17e8f2e1711edc","In disasters such as the earthquake in Haiti and the tsunami in Japan, people used social media to ask for help or report injuries. The popularity, efficiency, and ease of use of social media has led to its pervasive use during the disaster. This creates a pool of timely reports about the disaster, injuries, and help requests. This offers an alternative opportunity for first responders and disaster relief organizations to collect information about the disaster, victims, and their needs. It also presents a challenge for these organizations to aggregate and process the requests from different social media. Given the sheer volume of requests, it is necessary to filter reports and select those of high priority for decision making. Little is known about how the two phases should be smoothly integrated. In this paper we report the use of social media during a simulated crisis and crisis response process, the ASU Crisis Response Game. Its main objective is to creat a training capability to understand how to use social media in crisis. We report lessons learned from this exercise that may benefit first responders and NGOs who use social media to manage relief efforts during the disaster. © 2012 Springer-Verlag.",,"Crisis response; Disaster relief; Ease of use; First responders; Relief efforts; Social media; Artificial intelligence; Disaster prevention",Conference Paper,Scopus,2-s2.0-84859154621
"Temerinac-Ott M., Ronneberger O., Ochs P., Driever W., Brox T., Burkhardt H.","Multiview deblurring for 3-D images from light-Sheet-based fluorescence microscopy",2012,"IEEE Transactions on Image Processing",24,10.1109/TIP.2011.2181528,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859027565&doi=10.1109%2fTIP.2011.2181528&partnerID=40&md5=171a8422a253a720948a6eb43adbb775","We propose an algorithm for 3-D multiview deblurring using spatially variant point spread functions (PSFs). The algorithm is applied to multiview reconstruction of volumetric microscopy images. It includes registration and estimation of the PSFs using irregularly placed point markers (beads). We formulate multiview deblurring as an energy minimization problem subject to L1-regularization. Optimization is based on the regularized Lucy-Richardson algorithm, which we extend to deal with our more general model. The model parameters are chosen in a profound way by optimizing them on a realistic training set. We quantitatively and qualitatively compare with existing methods and show that our method provides better signal-to-noise ratio and increases the resolution of the reconstructed images. © 2011 IEEE.","3-D images; Deblurring with spatially variant point spread function (PSF); deconvolution; fluorescence microscopy; L1-regularization; PSF estimation; registration with irregularly placed point markers; tomography","3-D image; Deblurring; L1-regularization; PSF estimation; registration with irregularly placed point markers; Algorithms; Deconvolution; Fluorescence microscopy; Image enhancement; Optical design; Optical transfer function; Optimization; Tomography; Three dimensional; algorithm; article; artificial intelligence; automated pattern recognition; computer assisted diagnosis; fluorescence microscopy; image enhancement; methodology; reproducibility; sensitivity and specificity; three dimensional imaging; Algorithms; Artificial Intelligence; Image Enhancement; Image Interpretation, Computer-Assisted; Imaging, Three-Dimensional; Microscopy, Fluorescence; Pattern Recognition, Automated; Reproducibility of Results; Sensitivity and Specificity",Article,Scopus,2-s2.0-84859027565
"Katagiri H., Hayashida T., Nishizaki I., Guo Q.","A hybrid algorithm based on tabu search and ant colony optimization for k-minimum spanning tree problems",2012,"Expert Systems with Applications",24,10.1016/j.eswa.2011.11.103,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855888656&doi=10.1016%2fj.eswa.2011.11.103&partnerID=40&md5=af54e44305c3beacde45d14ccace2248","This paper considers an efficient approximate algorithm for solving k-minimum spanning tree problems which is one of the combinatorial optimization in networks. A new hybrid algorithm based on tabu search and ant colony optimization is provided. Results of numerical experiments show that the proposed method updates some of the best known values with very short time and that the proposed method provides a better performance with solution accuracy over existing algorithms. © 2011 Elsevier Ltd. All rights reserved.","Ant colony optimization; Approximate solution; Hybrid algorithm; k-Minimum spanning tree; Tabu search","Ant-colony optimization; Approximate algorithms; Approximate solution; Hybrid algorithms; k-Minimum spanning tree; Numerical experiments; Solution accuracy; Spanning tree problems; Algorithms; Artificial intelligence; Combinatorial optimization; Numerical methods; Parallel architectures; Trees (mathematics); Tabu search",Article,Scopus,2-s2.0-84855888656
"Yu C.-M., Peng H.-P., Chen I.-C., Lee Y.-C., Chen J.-B., Tsai K.-C., Chen C.-T., Chang J.-Y., Yang E.-W., Hsu P.-C., Jian J.-W., Hsu H.-J., Chang H.-J., Hsu W.-L., Huang K.-F., Ma A.C., Yang A.-S.","Rationalization and design of the complementarity determining region sequences in an antibody-antigen recognition interface",2012,"PLoS ONE",24,10.1371/journal.pone.0033340,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863338291&doi=10.1371%2fjournal.pone.0033340&partnerID=40&md5=9aaabfffc20132d81713415aaf4dab6a","Protein-protein interactions are critical determinants in biological systems. Engineered proteins binding to specific areas on protein surfaces could lead to therapeutics or diagnostics for treating diseases in humans. But designing epitope-specific protein-protein interactions with computational atomistic interaction free energy remains a difficult challenge. Here we show that, with the antibody-VEGF (vascular endothelial growth factor) interaction as a model system, the experimentally observed amino acid preferences in the antibody-antigen interface can be rationalized with 3-dimensional distributions of interacting atoms derived from the database of protein structures. Machine learning models established on the rationalization can be generalized to design amino acid preferences in antibody-antigen interfaces, for which the experimental validations are tractable with current high throughput synthetic antibody display technologies. Leave-one-out cross validation on the benchmark system yielded the accuracy, precision, recall (sensitivity) and specificity of the overall binary predictions to be 0.69, 0.45, 0.63, and 0.71 respectively, and the overall Matthews correlation coefficient of the 20 amino acid types in the 24 interface CDR positions was 0.312. The structure-based computational antibody design methodology was further tested with other antibodies binding to VEGF. The results indicate that the methodology could provide alternatives to the current antibody technologies based on animal immune systems in engineering therapeutic and diagnostic antibodies against predetermined antigen epitopes. © 2012 Yu et al.",,"amino acid; vasculotropin antibody; single chain fragment variable antibody; vasculotropin A; accuracy; antibody combining site; antibody structure; antigen antibody reaction; antigen binding; antigen recognition; article; binding affinity; complementarity determining region; controlled study; crystal structure; experimental design; high throughput screening; intermethod comparison; machine learning; mathematical computing; molecular interaction; molecular recognition; prediction; process development; process optimization; protein structure; quality control; sensitivity and specificity; sequence analysis; three dimensional imaging; antigen antibody reaction; artificial intelligence; chemical structure; chemistry; human; immunology; reproducibility; validation study; X ray crystallography; Animalia; Antigen-Antibody Reactions; Artificial Intelligence; Binding Sites, Antibody; Complementarity Determining Regions; Crystallography, X-Ray; Humans; Models, Molecular; Reproducibility of Results; Single-Chain Antibodies; Vascular Endothelial Growth Factor A",Article,Scopus,2-s2.0-84863338291
