Authors,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Feng P.-M., Ding H., Chen W., Lin H.","Naïve bayes classifier with feature selection to identify phage virion proteins",2013,"Computational and Mathematical Methods in Medicine",20,10.1155/2013/530696,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878657414&doi=10.1155%2f2013%2f530696&partnerID=40&md5=f7cc027fa8193ba1fba0d2c5d18d79c1","Knowledge about the protein composition of phage virions is a key step to understand the functions of phage virion proteins. However, the experimental method to identify virion proteins is time consuming and expensive. Thus, it is highly desirable to develop novel computational methods for phage virion protein identification. In this study, a Naïve Bayes based method was proposed to predict phage virion proteins using amino acid composition and dipeptide composition. In order to remove redundant information, a novel feature selection technique was employed to single out optimized features. In the jackknife test, the proposed method achieved an accuracy of 79.15% for phage virion and nonvirion proteins classification, which are superior to that of other state-of-the-art classifiers. These results indicate that the proposed method could be as an effective and promising high-throughput method in phage proteomics research. © 2013 Peng-Mian Feng et al.",,"bacterial protein; virus protein; amino acid; virus protein; virus protein; article; bacteriophage; Bayesian learning; nonhuman; protein analysis; proteomics; algorithm; artificial intelligence; Bayes theorem; biology; chemistry; classification; comparative study; evaluation study; protein database; statistics and numerical data; virion; chemistry; classification; statistics; virion; Algorithms; Amino Acids; Artificial Intelligence; Bayes Theorem; Computational Biology; Databases, Protein; Proteomics; Viral Proteins; Virion; Algorithms; Amino Acids; Artificial Intelligence; Bayes Theorem; Computational Biology; Databases, Protein; Proteomics; Viral Proteins; Virion",Article,Scopus,2-s2.0-84878657414
"Wang H.-Q., Li J.-S., Zhang Y.-F., Suzuki M., Araki K.","Creating personalised clinical pathways by semantic interoperability with electronic health records",2013,"Artificial Intelligence in Medicine",20,10.1016/j.artmed.2013.02.005,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878109502&doi=10.1016%2fj.artmed.2013.02.005&partnerID=40&md5=3224883054ad43c262e8792db5f50568","Objective: There is a growing realisation that clinical pathways (CPs) are vital for improving the treatment quality of healthcare organisations. However, treatment personalisation is one of the main challenges when implementing CPs, and the inadequate dynamic adaptability restricts the practicality of CPs. The purpose of this study is to improve the practicality of CPs using semantic interoperability between knowledge-based CPs and semantic electronic health records (EHRs). Methods: Simple protocol and resource description framework query language is used to gather patient information from semantic EHRs. The gathered patient information is entered into the CP ontology represented by web ontology language. Then, after reasoning over rules described by semantic web rule language in the Jena semantic framework, we adjust the standardised CPs to meet different patients' practical needs. Results: A CP for acute appendicitis is used as an example to illustrate how to achieve CP customisation based on the semantic interoperability between knowledge-based CPs and semantic EHRs. A personalised care plan is generated by comprehensively analysing the patient's personal allergy history and past medical history, which are stored in semantic EHRs. Additionally, by monitoring the patient's clinical information, an exception is recorded and handled during CP execution. According to execution results of the actual example, the solutions we present are shown to be technically feasible. Conclusion: This study contributes towards improving the clinical personalised practicality of standardised CPs. In addition, this study establishes the foundation for future work on the research and development of an independent CP system. © 2013 Elsevier B.V.","Clinical pathway; Electronic health record; Knowledge base; Semantic interoperability","Clinical pathways; Electronic health record; Electronic health record (EHRs); Knowledge base; Research and development; Resource description framework; Semantic interoperability; Semantic Web rule language (SWRL); Health care; Knowledge based systems; Query languages; Records management; Interoperability; acute appendicitis; appendectomy; article; clinical decision making; clinical pathway; electronic medical record; health care need; health care quality; human; knowledge base; knowledge management; markup language; medical history; medical information system; patient care; patient information; patient monitoring; personalized medicine; priority journal; Appendicitis; Artificial Intelligence; Critical Pathways; Data Mining; Electronic Health Records; Humans; Individualized Medicine; Knowledge Bases; Programming Languages; Quality Improvement; Semantics; Systems Integration; Terminology as Topic; Therapy, Computer-Assisted; User-Computer Interface",Article,Scopus,2-s2.0-84878109502
"Fekete T., Wilf M., Rubin D., Edelman S., Malach R., Mujica-Parodi L.R.","Combining Classification with fMRI-Derived Complex Network Measures for Potential Neurodiagnostics",2013,"PLoS ONE",20,10.1371/journal.pone.0062867,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877092317&doi=10.1371%2fjournal.pone.0062867&partnerID=40&md5=4e04fb7b639c148f7b0edd218f5ec866","Complex network analysis (CNA), a subset of graph theory, is an emerging approach to the analysis of functional connectivity in the brain, allowing quantitative assessment of network properties such as functional segregation, integration, resilience, and centrality. Here, we show how a classification framework complements complex network analysis by providing an efficient and objective means of selecting the best network model characterizing given functional connectivity data. We describe a novel kernel-sum learning approach, block diagonal optimization (BDopt), which can be applied to CNA features to single out graph-theoretic characteristics and/or anatomical regions of interest underlying discrimination, while mitigating problems of multiple comparisons. As a proof of concept for the method's applicability to future neurodiagnostics, we apply BDopt classification to two resting state fMRI data sets: a trait (between-subjects) classification of patients with schizophrenia vs. controls, and a state (within-subjects) classification of wake vs. sleep, demonstrating powerful discriminant accuracy for the proposed framework. © 2013 Fekete et al.",,"accuracy; adult; article; classifier; clinical article; complex network analysis; controlled study; functional magnetic resonance imaging; human; kernel method; learning algorithm; male; neuroimaging; post hoc analysis; schizophrenia; sensitivity and specificity; sleep; support vector machine; wakefulness; Adult; Algorithms; Artificial Intelligence; Brain; Brain Mapping; Case-Control Studies; Female; Humans; Magnetic Resonance Imaging; Male; Middle Aged; Models, Neurological; Nerve Net; Neural Pathways; Schizophrenia; Sleep; Young Adult",Article,Scopus,2-s2.0-84877092317
"Gijsberts A., Metta G.","Real-time model learning using Incremental Sparse Spectrum Gaussian Process Regression",2013,"Neural Networks",20,10.1016/j.neunet.2012.08.011,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875887187&doi=10.1016%2fj.neunet.2012.08.011&partnerID=40&md5=ac6ebc20c8bbb2a939ed78bacea9dd6c","Novel applications in unstructured and non-stationary human environments require robots that learn from experience and adapt autonomously to changing conditions. Predictive models therefore not only need to be accurate, but should also be updated incrementally in real-time and require minimal human intervention. Incremental Sparse Spectrum Gaussian Process Regression is an algorithm that is targeted specifically for use in this context. Rather than developing a novel algorithm from the ground up, the method is based on the thoroughly studied Gaussian Process Regression algorithm, therefore ensuring a solid theoretical foundation. Non-linearity and a bounded update complexity are achieved simultaneously by means of a finite dimensional random feature mapping that approximates a kernel function. As a result, the computational cost for each update remains constant over time. Finally, algorithmic simplicity and support for automated hyperparameter optimization ensures convenience when employed in practice. Empirical validation on a number of synthetic and real-life learning problems confirms that the performance of Incremental Sparse Spectrum Gaussian Process Regression is superior with respect to the popular Locally Weighted Projection Regression, while computational requirements are found to be significantly lower. The method is therefore particularly suited for learning with real-time constraints or when computational resources are limited. © 2012 Elsevier Ltd.","Function approximation; Incremental learning; Online learning; Real-time; Robotics","Function approximation; Gaussian process regression; Hyper-parameter optimizations; Incremental learning; Locally weighted projection regressions; Online learning; Real-time; Sparse spectrum gaussian process; Algorithms; Gaussian distribution; Gaussian noise (electronic); Robotics; Regression analysis; article; automation; Bayes theorem; data analysis; incremental sparse sepctrum Gaussian process regression; intermethod comparison; kernel method; learning algorithm; mathematical computing; mathematical model; nonlinear system; online analysis; priority journal; process development; process optimization; robotics; validation process; visuomotor coordination; Algorithms; Artificial Intelligence; Computer Systems; Humans; Models, Theoretical; Normal Distribution; Regression Analysis; Robotics",Article,Scopus,2-s2.0-84875887187
"Sowa J.-P., Heider D., Bechmann L.P., Gerken G., Hoffmann D., Canbay A.","Novel Algorithm for Non-Invasive Assessment of Fibrosis in NAFLD",2013,"PLoS ONE",20,10.1371/journal.pone.0062439,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876975846&doi=10.1371%2fjournal.pone.0062439&partnerID=40&md5=aa20943bc3199dcad8afdd83cb37f673","Introduction: Various conditions of liver disease and the downsides of liver biopsy call for a non-invasive option to assess liver fibrosis. A non-invasive score would be especially useful to identify patients with slow advancing fibrotic processes, as in Non-Alcoholic Fatty Liver Disease (NAFLD), which should undergo histological examination for fibrosis. Patients/Methods: Classic liver serum parameters, hyaluronic acid (HA) and cell death markers of 126 patients undergoing bariatric surgery for morbid obesity were analyzed by machine learning techniques (logistic regression, k-nearest neighbors, linear support vector machines, rule-based systems, decision trees and random forest (RF)). Specificity, sensitivity and accuracy of the evaluated datasets to predict fibrosis were assessed. Results: None of the single parameters (ALT, AST, M30, M60, HA) did differ significantly between patients with a fibrosis score 1 or 2. However, combining these parameters using RFs reached 79% accuracy in fibrosis prediction with a sensitivity of more than 60% and specificity of 77%. Moreover, RFs identified the cell death markers M30 and M65 as more important for the decision than the classic liver parameters. Conclusion: On the basis of serum parameters the generation of a fibrosis scoring system seems feasible, even when only marginally fibrotic tissue is available. Prospective evaluation of novel markers, i.e. cell death parameters, should be performed to identify an optimal set of fibrosis predictors. © 2013 Sowa et al.",,"alanine aminotransferase; aspartate aminotransferase; cell marker; cell protein; hyaluronic acid; protein M30; protein M60; unclassified drug; adult; article; bariatric surgery; cell death; clinical assessment; clinical evaluation; controlled study; decision tree; diagnostic accuracy; diagnostic test accuracy study; diagnostic value; female; human; k nearest neighbor; learning algorithm; liver fibrosis; logistic regression analysis; major clinical study; male; morbid obesity; nonalcoholic fatty liver; Nonalcoholic Fatty Liver Disease Activity Score; prognosis; random forest; sensitivity and specificity; support vector machine; algorithm; artificial intelligence; blood; complication; fatty liver; liver; liver cirrhosis; middle aged; nonalcoholic fatty liver; pathology; Adult; Algorithms; Artificial Intelligence; Decision Trees; Fatty Liver; Female; Humans; Liver; Liver Cirrhosis; Male; Middle Aged; Non-alcoholic Fatty Liver Disease; Prognosis",Article,Scopus,2-s2.0-84876975846
"Liu Y., Guo J., Hu G., Zhu H.","Gene prediction in metagenomic fragments based on the SVM algorithm",2013,"BMC Bioinformatics",20,10.1186/1471-2105-14-S5-S12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876113075&doi=10.1186%2f1471-2105-14-S5-S12&partnerID=40&md5=b1248b9800a5dc22492f18490301a789","Background: Metagenomic sequencing is becoming a powerful technology for exploring micro-ogranisms from various environments, such as human body, without isolation and cultivation. Accurately identifying genes from metagenomic fragments is one of the most fundamental issues.Results: In this article, we present a novel gene prediction method named MetaGUN for metagenomic fragments based on a machine learning approach of SVM. It implements in a three-stage strategy to predict genes. Firstly, it classifies input fragments into phylogenetic groups by a k-mer based sequence binning method. Then, protein-coding sequences are identified for each group independently with SVM classifiers that integrate entropy density profiles (EDP) of codon usage, translation initiation site (TIS) scores and open reading frame (ORF) length as input patterns. Finally, the TISs are adjusted by employing a modified version of MetaTISA. To identify protein-coding sequences, MetaGun builds the universal module and the novel module. The former is based on a set of representative species, while the latter is designed to find potential functionary DNA sequences with conserved domains.Conclusions: Comparisons on artificial shotgun fragments with multiple current metagenomic gene finders show that MetaGUN predicts better results on both 3' and 5' ends of genes with fragments of various lengths. Especially, it makes the most reliable predictions among these methods. As an application, MetaGUN was used to predict genes for two samples of human gut microbiome. It identifies thousands of additional genes with significant evidences. Further analysis indicates that MetaGUN tends to predict more potential novel genes than other current metagenomic gene finders. © 2013 Liu et al.; licensee BioMed Central Ltd.",,"Entropy density; Gene prediction; Machine learning approaches; Multiple currents; Open reading frame; Phylogenetic groups; SVM classifiers; Translation initiation site; Forecasting; Proteins; Genes; archaeal gene; artificial intelligence; bacterial gene; DNA sequence; gastrointestinal tract; human; metagenomics; microbiology; microflora; open reading frame; phylogeny; procedures; support vector machine; article; metagenomics; methodology; Artificial Intelligence; Gastrointestinal Tract; Genes, Archaeal; Genes, Bacterial; Humans; Metagenomics; Microbiota; Open Reading Frames; Phylogeny; Sequence Analysis, DNA; Support Vector Machines; Artificial Intelligence; Gastrointestinal Tract; Genes, Archaeal; Genes, Bacterial; Humans; Metagenomics; Microbiota; Open Reading Frames; Phylogeny; Sequence Analysis, DNA; Support Vector Machines",Article,Scopus,2-s2.0-84876113075
"Valdez F., Melin P., Castillo O.","Parallel particle swarm optimization with parameters adaptation using fuzzy logic",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",20,10.1007/978-3-642-37798-3_33,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875855464&doi=10.1007%2f978-3-642-37798-3_33&partnerID=40&md5=7d1d39fc2c96856f389eaeb37dc0c3f2","We describe in this paper a Parallel Particle Swarm Optimization (PPSO) method with dynamic parameter adaptation to optimize complex mathematical functions. Fuzzy Logic is used to adapt the parameters of the PSO in the best way possible. The PPSO is shown to be superior to the individual evolutionary methods on the set of benchmark functions. © 2013 Springer-Verlag.","FGA; GA; Parallel FPSO","Benchmark functions; Dynamic parameter adaptation; Evolutionary method; FGA; Mathematical functions; Parallel FPSO; Parallel particle swarm optimization; Artificial intelligence; Fuzzy logic; Gallium; Functions",Conference Paper,Scopus,2-s2.0-84875855464
"Ma A.J., Yuen P.C., Lai J.-H.","Linear dependency modeling for classifier fusion and feature combination",2013,"IEEE Transactions on Pattern Analysis and Machine Intelligence",20,10.1109/TPAMI.2012.198,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875433320&doi=10.1109%2fTPAMI.2012.198&partnerID=40&md5=b2741f95386974f774a1060cd3b3ffbd","This paper addresses the independent assumption issue in fusion process. In the last decade, dependency modeling techniques were developed under a specific distribution of classifiers or by estimating the joint distribution of the posteriors. This paper proposes a new framework to model the dependency between features without any assumption on feature/classifier distribution, and overcomes the difficulty in estimating the high-dimensional joint density. In this paper, we prove that feature dependency can be modeled by a linear combination of the posterior probabilities under some mild assumptions. Based on the linear combination property, two methods, namely, Linear Classifier Dependency Modeling (LCDM) and Linear Feature Dependency Modeling (LFDM), are derived and developed for dependency modeling in classifier level and feature level, respectively. The optimal models for LCDM and LFDM are learned by maximizing the margin between the genuine and imposter posterior probabilities. Both synthetic data and real datasets are used for experiments. Experimental results show that LCDM and LFDM with dependency modeling outperform existing classifier level and feature level combination methods under nonnormal distributions and on four real databases, respectively. Comparing the classifier level and feature level fusion methods, LFDM gives the best performance. © 1979-2012 IEEE.","classifier level fusion; feature dependency; feature level fusion; Linear dependency modeling; multiple feature fusion","feature dependency; Feature level fusion; Level fusion; Linear dependency; Multiple feature fusion; Artificial intelligence; Computer vision; Classification (of information)",Article,Scopus,2-s2.0-84875433320
"Pajares Ferrando S., Onaindia E.","Context-Aware Multi-Agent Planning in intelligent environments",2013,"Information Sciences",20,10.1016/j.ins.2012.11.021,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872303158&doi=10.1016%2fj.ins.2012.11.021&partnerID=40&md5=98000f6141e2fefe6df5101e47b015ef","A system is context-aware if it can extract, interpret and use context information and adapt its functionality to the current context of use. Multi-agent planning generalizes the problem of planning in domains where several agents plan and act together, and share resources, activities, and goals. This contribution presents a practical extension of a formal theoretical model for Context-Aware Multi-Agent Planning based upon an argumentation-based defeasible logic. Our framework, named CAMAP, is implemented on a platform for open multi-agent systems and has been experimentally tested, among others, in applications of ambient intelligence in the field of health-care. CAMAP is based on a multi-agent partial-order planning paradigm in which agents have diverse abilities, use an argumentation-based defeasible contextual reasoning to support their own beliefs and refute the beliefs of the others according to their context knowledge during the plan search process. CAMAP shows to be an adequate approach to tackle ambient intelligence problems as it gathers together in a single framework the ability of planning while it allows agents to put forward arguments that support or argue upon the accuracy, unambiguity and reliability of the context-aware information. © 2012 Elsevier Inc. All rights reserved.","Ambient intelligence; Context-aware reasoning; Defeasible argumentation; Multi-agent planning","Ambient intelligence; Context of use; Context-Aware; Contextual reasoning; Defeasible argumentation; Defeasible logic; Intelligent environment; Multi-agent planning; Open multi-agent system; Partial-order planning; Search process; Theoretical models; Use context; Software engineering; Artificial intelligence",Article,Scopus,2-s2.0-84872303158
"Senaras C., Ozay M., Yarman Vural F.T.","Building detection with decision fusion",2013,"IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing",20,10.1109/JSTARS.2013.2249498,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880303707&doi=10.1109%2fJSTARS.2013.2249498&partnerID=40&md5=df266d9e9faef211c99b3dba235499bf","A novel decision fusion approach to building detection problem in VHR optical satellite images is proposed. The method combines the detection results of multiple classifiers under a hierarchical architecture, called Fuzzy Stacked Generalization (FSG). After an initial segmentation and pre-processing step, a large variety of color, texture and shape features are extracted from each segment. Then, the segments, represented in K different feature spaces are classified by K different base-layer classifiers of the FSG architecture. The class membership values of the segments, which represent the decisions of different base-layer classifiers in a decision space, are aggregated to form a fusion space which is then fed to a meta-layer classifier of the FSG to label the vectors in the fusion space. The paper presents the performance results of the proposed decision fusion model by a comparison with the state of the art machine learning algorithms. The results show that fusing the decisions of multiple classifiers improves the performance, when they are ensembled under the suggested hierarchical learning architecture. © 2013 IEEE.","Building detection; decision fusion; ensemble learning; fuzzy κ-nearest neighbors classification; multi-layer classification; segmentation","Building detection; Decision fusion; Ensemble learning; Hierarchical architectures; Hierarchical learning; Nearest neighbors; Optical satellite images; Stacked generalization; Architecture; Image segmentation; Learning algorithms; Vector spaces; algorithm; artificial intelligence; building; classification; detection method; fuzzy mathematics; nearest neighbor analysis; satellite imagery; segmentation",Article,Scopus,2-s2.0-84880303707
"Shribman A., Hudzia B.","Pre-copy and post-copy VM live migration for memory intensive applications",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",20,10.1007/978-3-642-36949-0_63,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874444308&doi=10.1007%2f978-3-642-36949-0_63&partnerID=40&md5=18703470a469e0b83219fb9b2ce3ffd4","Virtualization technology provides a means for server consolidation, reducing the number of physical servers required for running a given workload. Virtual Machine (VM) live migration facilitates the transfer of a running (VM) between physical hosts while appearing transparent to the running application. Memory intensive applications tend to obstruct the original pre-copy live migration process and may result in the failure of the migration process due to its inability to transfer memory faster than memory is dirtied by the running application. The focus of this paper is to present several techniques that can be applied to both pre-copy live migration and post-copy live migration to better support migration of memory intensive applications. © 2013 Springer-Verlag.","Hypervisors; Linux/KVM; Live Migration; Operating Systems; Post-Copy; Pre-Copy; QEMU; RDMA; Virtual Machines","Hypervisors; Linux/KVM; Live migrations; Post-Copy; Pre-Copy; QEMU; RDMA; Virtual machines; Artificial intelligence; Computer operating systems; Computer simulation",Conference Paper,Scopus,2-s2.0-84874444308
"Khandelwal M., Monjezi M.","Prediction of backbreak in open-pit blasting operations using the machine learning method",2013,"Rock Mechanics and Rock Engineering",20,10.1007/s00603-012-0269-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879413852&doi=10.1007%2fs00603-012-0269-3&partnerID=40&md5=098ff1c57fbcb846d96b6184e030a490","Backbreak is an undesirable phenomenon in blasting operations. It can cause instability of mine walls, falling down of machinery, improper fragmentation, reduced efficiency of drilling, etc. The existence of various effective parameters and their unknown relationships are the main reasons for inaccuracy of the empirical models. Presently, the application of new approaches such as artificial intelligence is highly recommended. In this paper, an attempt has been made to predict backbreak in blasting operations of Soungun iron mine, Iran, incorporating rock properties and blast design parameters using the support vector machine (SVM) method. To investigate the suitability of this approach, the predictions by SVM have been compared with multivariate regression analysis (MVRA). The coefficient of determination (CoD) and the mean absolute error (MAE) were taken as performance measures. It was found that the CoD between measured and predicted backbreak was 0.987 and 0.89 by SVM and MVRA, respectively, whereas the MAE was 0.29 and 1.07 by SVM and MVRA, respectively. © 2012 Springer-Verlag.","Backbreak; Blasting; MVRA; Soungun iron mine; Support vector machine","Backbreak; Coefficient of determination; Effective parameters; Machine learning methods; Mean absolute error; Multivariate regression analysis; MVRA; Performance measure; Artificial intelligence; Blasting; Iron mines; Machinery; Pile foundations; Regression analysis; Support vector machines; artificial intelligence; blasting; error analysis; machinery; numerical model; open pit mine; operations technology; prediction; rock property",Article,Scopus,2-s2.0-84879413852
"Sadowski L.","Non-destructive investigation of corrosion current density in steel reinforced concrete by artificial neural networks",2013,"Archives of Civil and Mechanical Engineering",20,10.1016/j.acme.2012.10.007,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875794081&doi=10.1016%2fj.acme.2012.10.007&partnerID=40&md5=e535ebc1933c6b2b09b6724d106437a4","Corrosion of the steel reinforcement in concrete is an important problem for the civil engineering. Inspection techniques are needed to assess the corrosion in order to protect and repair concrete structures. Many studies were performed to establish a series of corrosion rate assessment methods. A method of providing a direct evaluation of the corrosion rate by corrosion current density measurement is Linear Polarisation Resistance (LPR). The main drawback is that it requires a localised breakout of the concrete cover. The corrosion of the steel reinforcement is monitored by measuring the resistivity of the concrete. The purpose of this paper is to use the resistivity four-probe method and galvanostatic resistivity measurement together with neural networks to assess the corrosion rate of steel in concrete without a direct connection to the reinforcement. Three parameters determined by two non-destructive resistivity methods together with the air temperature were employed as input variables, and corrosion current density, predicted by the destructive LPR method, acted as the output variable. The results shows that it is possible to predict corrosion current density in steel reinforced concrete by using the model based on artificial neural networks on the basis of parameters determined by two non-destructive resistivity measurement techniques. © 2012 Politechnika WrocŁawska.","Artificial intelligence; Non-destructive testing; Polarisation; Resistivity; Steel reinforced concrete","Corrosion current densities; Inspection technique; Linear polarisation resistances; Non destructive testing; Resistivity measurement; Resistivity methods; Steel reinforced concrete; Steel reinforcements; Artificial intelligence; Civil engineering; Concrete reinforcements; Corrosion rate; Current density; Electric conductivity; Neural networks; Nondestructive examination; Polarization; Repair; Concretes",Article,Scopus,2-s2.0-84875794081
"Brzostowski K., Drapała J., Grzech A., Świa̧tek P.","Adaptive decision support system for automatic physical effort plan generation-data-driven approach",2013,"Cybernetics and Systems",20,10.1080/01969722.2013.762260,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875515815&doi=10.1080%2f01969722.2013.762260&partnerID=40&md5=85d8d55f16f84509205bb8be86a7dde9","Mathematical models delivered using both expert knowledge and experimental data improve understanding of dynamic properties of the system under consideration. This is useful for different purposes, such as prediction, diagnosis, decision making, and system control. A data-driven approach has been found to be particularly useful in designing adaptive decision support systems. We demonstrate the usefulness of data-driven models in a custom application designed for sport training management. We have developed a system that makes use of expert knowledge together with measurement data (heart rate, electromyography, and acceleration) as well as environmental (Global Positioning System) in order to generate an optimal training plan. The system performs such tasks as modeling of the athlete's cardiovascular system, estimation of the athlete's parameters, and adaptation of the model to the athlete. © 2013 Taylor & Francis Group, LLC.","adaptive control; e-health; Kalman filtering; optimization; ubiquitous computing","Adaptive Control; Adaptive decision support system; Data-driven approach; Data-driven model; Ehealth; Experimental datum; Kalman-filtering; Measurement data; Artificial intelligence; Cardiovascular system; Decision support systems; Electromyography; Mathematical models; Optimization; Ubiquitous computing; Digital storage",Article,Scopus,2-s2.0-84875515815
"Pereira C., Gonçalves L., Ferreira M.","Optic disc detection in color fundus images using ant colony optimization",2013,"Medical and Biological Engineering and Computing",20,10.1007/s11517-012-0994-5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885627549&doi=10.1007%2fs11517-012-0994-5&partnerID=40&md5=cf015880b94c4498f0ac0b8439b3214c","Diabetic retinopathy has been revealed as the most common cause of blindness among people of working age in developed countries. However, loss of vision could be prevented by an early detection of the disease and, therefore, by a regular screening program to detect retinopathy. Due to its characteristics, the digital color fundus photographs have been the easiest way to analyze the eye fundus. An important prerequisite for automation is the segmentation of the main anatomical features in the image, particularly the optic disc. Currently, there are many works reported in the literature with the purpose of detecting and segmenting this anatomical structure. Though, none of them performs as needed, especially when dealing with images presenting pathologies and a great variability. Ant colony optimization (ACO) is an optimization algorithm inspired by the foraging behavior of some ant species that has been applied in image processing with different purposes. In this paper, this algorithm preceded by anisotropic diffusion is used for optic disc detection in color fundus images. Experimental results demonstrate the good performance of the proposed approach as the optic disc was detected in most of all the images used, even in the images with great variability. © 2012 International Federation for Medical and Biological Engineering.","Anisotropic diffusion; Ant colony optimization; Diabetic retinopathy; Digital color fundus image; Medical image processing","Anatomical structures; Anisotropic Diffusion; Ant Colony Optimization (ACO); Developed countries; Diabetic retinopathy; Digital color fundus images; Optic disc detections; Optimization algorithms; Algorithms; Ant colony optimization; Artificial intelligence; Color; Diagnosis; Eye protection; Medical image processing; Optical anisotropy; Image segmentation; algorithm; anisotropic diffusion; Ant colony optimization; article; diabetic retinopathy; diffusion; eye fundus; fundus camera; image processing; microaneurysm; optic disk; proliferative retinopathy; retina blood vessel; retina image; anisotropy; biological model; factual database; human; pathology; procedures; visual system examination; image processing; methodology; Algorithms; Anisotropy; Databases, Factual; Diabetic Retinopathy; Diagnostic Techniques, Ophthalmological; Diffusion; Humans; Image Processing, Computer-Assisted; Models, Biological; Optic Disk; Algorithms; Anisotropy; Databases, Factual; Diabetic Retinopathy; Diagnostic Techniques, Ophthalmological; Diffusion; Humans; Image Processing, Computer-Assisted; Models, Biological; Optic Disk",Article,Scopus,2-s2.0-84885627549
"Sdao F., Lioi D.S., Pascale S., Caniani D., Mancini I.M.","Landslide susceptibility assessment by using a neuro-fuzzy model: A case study in the Rupestrian heritage rich area of Matera",2013,"Natural Hazards and Earth System Science",20,10.5194/nhess-13-395-2013,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874025822&doi=10.5194%2fnhess-13-395-2013&partnerID=40&md5=6fc59fa6d2610e473b789a06583edd6c","The complete assessment of landslide susceptibility needs uniformly distributed detailed information on the territory. This information, which is related to the temporal occurrence of landslide phenomena and their causes, is often fragmented and heterogeneous. The present study evaluates the landslide susceptibility map of the Natural Archaeological Park of Matera (Southern Italy) (Sassi and area Rupestrian Churches sites). The assessment of the degree of ""spatial hazard"" or ""susceptibility"" was carried out by the spatial prediction regardless of the return time of the events. The evaluation model for the susceptibility presented in this paper is very focused on the use of innovative techniques of artificial intelligence such as Neural Network, Fuzzy Logic and Neuro-fuzzy Network. The method described in this paper is a novel technique based on a neuro-fuzzy system. It is able to train data like neural network and it is able to shape and control uncertain and complex systems like a fuzzy system. This methodology allows us to derive susceptibility maps of the study area. These data are obtained from thematic maps representing the parameters responsible for the instability of the slopes. The parameters used in the analysis are: plan curvature, elevation (DEM), angle and aspect of the slope, lithology, fracture density, kinematic hazard index of planar and wedge sliding and toppling. Moreover, this method is characterized by the network training which uses a training matrix, consisting of input and output training data, which determine the landslide susceptibility. The neuro-fuzzy method was integrated to a sensitivity analysis in order to overcome the uncertainty linked to the used membership functions. The method was compared to the landslide inventory map and was validated by applying three methods: a ROC (Receiver Operating Characteristic) analysis, a confusion matrix and a SCAI method. The developed neuro-fuzzy method showed a good performance in the determination of the landslide susceptibility map. © 2013 Author(s).",,"artificial intelligence; artificial neural network; digital elevation model; fuzzy mathematics; hazard management; landslide; lithology; numerical model; sensitivity analysis; thematic mapping; Basilicata; Italy; Matera",Article,Scopus,2-s2.0-84874025822
